City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Nikolskoye,RU,2022-02-26 03:45:59,59.7035,30.7861,34.39,90,100,11.1
1,Hermanus,ZA,2022-02-26 03:43:33,-34.4187,19.2345,65.89,92,0,7.94
2,Pevek,RU,2022-02-26 03:45:59,69.7008,170.3133,-3.21,94,100,1.88
3,Vetapalem,IN,2022-02-26 03:46:00,15.7833,80.3167,80.46,55,11,7.61
4,Qasigiannguit,GL,2022-02-26 03:46:00,68.8193,-51.1922,1.65,98,100,6.15
5,Tukrah,LY,2022-02-26 03:46:00,32.5341,20.5791,49.64,76,0,4.97
6,Kapaa,US,2022-02-26 03:46:01,22.0752,-159.319,78.78,72,100,9.22
7,New Norfolk,AU,2022-02-26 03:46:01,-42.7826,147.0587,74.66,37,16,3.0
8,Constantine,DZ,2022-02-26 03:46:01,36.365,6.6147,40.41,87,40,0.0
9,Udachnyy,RU,2022-02-26 03:46:02,66.4167,112.4,-6.56,83,19,4.29
10,Albany,US,2022-02-26 03:44:04,42.6001,-73.9662,16.38,67,71,18.99
11,Hobart,AU,2022-02-26 03:42:55,-42.8794,147.3294,75.02,60,75,11.5
12,Clearlake,US,2022-02-26 03:46:02,38.9582,-122.6264,43.95,54,0,1.92
13,Severo-Kurilsk,RU,2022-02-26 03:46:02,50.6789,156.125,27.86,77,94,24.27
14,Amboasary,MG,2022-02-26 03:46:03,-25.0333,46.3833,75.04,82,100,2.68
15,Suzhou,CN,2022-02-26 03:46:03,31.3114,120.6181,58.87,47,0,7.96
16,Kassala,SD,2022-02-26 03:46:04,15.451,36.4,69.08,64,19,6.67
17,Sao Joao Da Barra,BR,2022-02-26 03:46:04,-21.6403,-41.0511,74.17,91,0,4.03
18,Arraial Do Cabo,BR,2022-02-26 03:46:04,-22.9661,-42.0278,75.4,86,10,7.09
19,Zaragoza,ES,2022-02-26 03:46:04,41.6561,-0.8773,43.02,64,0,6.91
20,Great Falls,US,2022-02-26 03:46:05,47.5002,-111.3008,22.39,57,0,18.41
21,Longyearbyen,SJ,2022-02-26 03:46:05,78.2186,15.6401,1.24,66,75,19.57
22,Lebu,CL,2022-02-26 03:46:05,-37.6167,-73.65,59.16,94,42,9.46
23,Rikitea,PF,2022-02-26 03:41:47,-23.1203,-134.9692,80.08,69,6,8.77
24,Chokurdakh,RU,2022-02-26 03:46:06,70.6333,147.9167,-4.94,98,100,4.88
25,Husavik,IS,2022-02-26 03:46:06,66.0449,-17.3389,37.31,70,19,20.15
26,Aksarka,RU,2022-02-26 03:46:06,66.5606,67.7975,15.62,90,100,12.08
27,Punta Arenas,CL,2022-02-26 03:42:17,-53.15,-70.9167,46.51,81,40,10.36
28,Naze,JP,2022-02-26 03:46:07,28.3667,129.4833,58.12,57,26,5.32
29,Ushuaia,AR,2022-02-26 03:46:07,-54.8,-68.3,46.06,81,40,14.97
30,Raglan,NZ,2022-02-26 03:46:08,-37.8,174.8833,81.09,55,1,9.57
31,Butaritari,KI,2022-02-26 03:46:08,3.0707,172.7902,82.02,77,21,17.81
32,Jamestown,US,2022-02-26 03:45:18,42.097,-79.2353,22.32,68,100,9.22
33,Khatanga,RU,2022-02-26 03:46:08,71.9667,102.5,-19.97,93,73,1.03
34,Najran,SA,2022-02-26 03:46:09,17.4924,44.1277,61.45,48,2,3.65
35,San Ramon De La Nueva Oran,AR,2022-02-26 03:46:09,-23.1322,-64.326,82.42,81,99,1.48
36,Kumluca,TR,2022-02-26 03:46:09,36.3703,30.2869,51.46,63,2,5.66
37,Carnarvon,AU,2022-02-26 03:46:10,-24.8667,113.6333,82.47,65,30,24.16
38,Deputatskiy,RU,2022-02-26 03:46:10,69.3,139.9,-8.48,95,100,3.85
39,Broken Hill,AU,2022-02-26 03:46:10,-31.95,141.4333,89.31,29,40,13.8
40,La Asuncion,VE,2022-02-26 03:46:11,11.0333,-63.8628,62.33,87,97,1.14
41,Berlevag,NO,2022-02-26 03:46:11,70.8578,29.0864,21.88,61,100,14.58
42,Chute-Aux-Outardes,CA,2022-02-26 03:46:11,49.1168,-68.399,-4.02,77,0,4.61
43,Namibe,AO,2022-02-26 03:46:12,-15.1961,12.1522,76.66,81,90,7.61
44,Westport,US,2022-02-26 03:45:03,41.1415,-73.3579,30.24,54,20,12.66
45,Cape Town,ZA,2022-02-26 03:43:51,-33.9258,18.4232,66.11,86,0,13.8
46,Vanavara,RU,2022-02-26 03:46:12,60.34,102.2797,21.42,89,99,3.94
47,Mataura,NZ,2022-02-26 03:46:13,-46.1927,168.8643,55.47,40,5,7.96
48,Atuona,PF,2022-02-26 03:44:24,-9.8,-139.0333,78.82,76,15,19.19
49,Buraydah,SA,2022-02-26 03:42:19,26.326,43.975,55.85,66,0,10.0
50,Barrow,US,2022-02-26 03:46:13,71.2906,-156.7887,3.22,78,100,35.68
51,Kloulklubed,PW,2022-02-26 03:46:13,7.0419,134.2556,84.7,76,73,20.36
52,Bredasdorp,ZA,2022-02-26 03:46:14,-34.5322,20.0403,67.32,88,12,1.14
53,Mandera,KE,2022-02-26 03:46:14,3.9366,41.867,78.4,64,8,7.38
54,Usinsk,RU,2022-02-26 03:46:14,65.9939,57.5281,26.62,94,100,20.62
55,Kattivakkam,IN,2022-02-26 03:46:15,13.2167,80.3167,84.07,72,85,6.89
56,Hilo,US,2022-02-26 03:42:09,19.7297,-155.09,75.25,88,15,1.01
57,Kodiak,US,2022-02-26 03:46:15,57.79,-152.4072,40.51,75,100,11.5
58,Ust-Nera,RU,2022-02-26 03:46:16,64.5667,143.2,-0.76,90,100,5.44
59,Erenhot,CN,2022-02-26 03:46:16,43.6475,111.9767,22.17,64,75,13.96
60,Hervey Bay,AU,2022-02-26 03:46:16,-25.2986,152.8535,84.31,85,57,5.01
61,Hasaki,JP,2022-02-26 03:46:17,35.7333,140.8333,55.8,41,1,6.98
62,Pisco,PE,2022-02-26 03:46:17,-13.7,-76.2167,69.85,78,0,2.3
63,Port-Gentil,GA,2022-02-26 03:46:17,-0.7193,8.7815,81.18,82,100,8.16
64,Tarpa,HU,2022-02-26 03:46:18,48.1048,22.5374,39.33,74,100,7.94
65,Lompoc,US,2022-02-26 03:46:18,34.6391,-120.4579,52.11,80,0,15.01
66,Huilong,CN,2022-02-26 03:46:18,31.8111,121.655,59.99,54,1,9.26
67,Haines Junction,CA,2022-02-26 03:46:19,60.7522,-137.5108,35.55,60,100,8.05
68,Honningsvag,NO,2022-02-26 03:46:19,70.9821,25.9704,25.21,62,85,20.58
69,Ahipara,NZ,2022-02-26 03:46:19,-35.1667,173.1667,70.48,66,24,7.56
70,Kozluk,TR,2022-02-26 03:46:20,38.1938,41.4885,37.65,79,86,3.2
71,Port Blair,IN,2022-02-26 03:46:20,11.6667,92.75,84.24,74,40,10.36
72,Pasighat,IN,2022-02-26 03:46:20,28.0667,95.3333,72.19,54,14,1.81
73,Avarua,CK,2022-02-26 03:46:21,-21.2078,-159.775,82.45,83,40,8.05
74,Qaanaaq,GL,2022-02-26 03:46:21,77.484,-69.3632,0.32,55,11,9.28
75,Harper,LR,2022-02-26 03:46:21,4.375,-7.7169,78.35,89,13,7.36
76,Ponta Delgada,PT,2022-02-26 03:46:22,37.7333,-25.6667,60.49,72,40,14.97
77,Nyurba,RU,2022-02-26 03:46:22,63.2842,118.3319,-1.77,90,100,7.65
78,Petropavlovsk-Kamchatskiy,RU,2022-02-26 03:46:22,53.0452,158.6483,28.99,43,75,2.24
79,Woodward,US,2022-02-26 03:46:23,36.4337,-99.3904,22.12,60,0,3.44
80,Saskylakh,RU,2022-02-26 03:46:23,71.9167,114.0833,-15.92,97,34,4.16
81,Lorengau,PG,2022-02-26 03:46:23,-2.0226,147.2712,80.91,80,100,9.95
82,Vaini,TO,2022-02-26 03:46:23,-21.2,-175.2,86.16,79,75,12.66
83,Yeppoon,AU,2022-02-26 03:46:24,-23.1333,150.7333,92.98,77,38,13.65
84,Kilindoni,TZ,2022-02-26 03:46:24,-7.9139,39.6668,80.6,81,94,9.04
85,Cabo San Lucas,MX,2022-02-26 03:46:24,22.8909,-109.9124,69.51,72,73,4.12
86,Yellowknife,CA,2022-02-26 03:46:25,62.456,-114.3525,-7.08,77,20,8.05
87,Oksfjord,NO,2022-02-26 03:46:25,70.2396,22.3479,23.92,87,71,12.28
88,Puerto Ayora,EC,2022-02-26 03:46:25,-0.7393,-90.3518,75.07,87,97,3.78
89,Saldanha,ZA,2022-02-26 03:46:26,-33.0117,17.9442,62.65,95,3,12.17
90,Ulverstone,AU,2022-02-26 03:46:26,-41.15,146.1667,72.28,52,58,10.0
91,Oistins,BB,2022-02-26 03:46:26,13.0667,-59.5333,75.29,83,75,12.66
92,Bluff,NZ,2022-02-26 03:46:27,-46.6,168.3333,55.8,53,3,15.77
93,Chokwe,MZ,2022-02-26 03:46:27,-24.5333,32.9833,69.19,87,0,4.23
94,Kahului,US,2022-02-26 03:45:34,20.8947,-156.47,78.82,76,40,23.02
95,Sawang Daen Din,TH,2022-02-26 03:46:27,17.4753,103.4575,83.07,52,62,6.62
96,Bud,US,2022-02-26 03:46:28,39.447,-86.1758,26.67,89,97,5.26
97,Chake Chake,TZ,2022-02-26 03:46:28,-5.2459,39.7666,78.3,84,95,5.93
98,Hithadhoo,MV,2022-02-26 03:46:28,-0.6,73.0833,83.03,73,4,10.65
99,Besancon,FR,2022-02-26 03:46:29,47.2488,6.0182,34.97,100,3,4.92
100,Port Elizabeth,ZA,2022-02-26 03:46:29,-33.918,25.5701,70.11,88,20,8.05
101,Mwingi,KE,2022-02-26 03:46:29,-0.9344,38.0601,65.14,92,3,2.71
102,Mormugao,IN,2022-02-26 03:46:30,15.4,73.8,79.86,61,30,4.61
103,Rawson,AR,2022-02-26 03:46:30,-43.3002,-65.1023,66.88,53,0,16.15
104,Port Alfred,ZA,2022-02-26 03:46:13,-33.5906,26.891,71.04,81,37,14.54
105,Poum,NC,2022-02-26 03:46:31,-20.2333,164.0167,77.05,89,100,25.79
106,Vardo,NO,2022-02-26 03:46:31,70.3705,31.1107,25.03,56,94,14.5
107,Bahir Dar,ET,2022-02-26 03:46:31,11.5936,37.3908,61.95,65,40,4.45
108,Puerto Cabezas,NI,2022-02-26 03:46:31,14.0351,-83.3888,74.52,86,0,8.43
109,Marystown,CA,2022-02-26 03:46:32,47.1666,-55.1483,20.52,80,100,9.22
110,Shuya,RU,2022-02-26 03:46:32,56.8487,41.3883,24.37,96,98,8.1
111,Grand-Santi,GF,2022-02-26 03:46:32,4.25,-54.3833,72.37,100,99,2.46
112,San Patricio,US,2022-02-26 03:46:33,28.017,-97.5169,42.89,82,100,11.41
113,Luganville,VU,2022-02-26 03:46:33,-15.5333,167.1667,78.48,92,100,5.84
114,Chapais,CA,2022-02-26 03:46:33,49.7834,-74.8492,-13.22,100,97,4.0
115,Koulikoro,ML,2022-02-26 03:46:34,14.0,-7.75,73.24,12,0,6.82
116,Mar Del Plata,AR,2022-02-26 03:46:34,-38.0023,-57.5575,68.88,65,0,0.0
117,Scarborough,GB,2022-02-26 03:45:14,54.2797,-0.4044,42.08,81,69,13.0
118,Olafsvik,IS,2022-02-26 03:46:34,64.8945,-23.7142,37.35,78,100,36.48
119,Wenchi,GH,2022-02-26 03:46:35,7.7392,-2.1046,77.22,58,14,4.74
120,Airai,TL,2022-02-26 03:46:35,-8.9266,125.4092,67.68,79,100,5.59
121,Nashville,US,2022-02-26 03:41:58,36.1659,-86.7844,33.12,79,100,11.5
122,Upernavik,GL,2022-02-26 03:46:35,72.7868,-56.1549,-10.66,83,94,10.76
123,Martapura,ID,2022-02-26 03:46:36,-3.4167,114.85,86.09,70,40,4.61
124,Nanortalik,GL,2022-02-26 03:46:36,60.1432,-45.2371,9.55,89,100,41.0
125,Mondlo,ZA,2022-02-26 03:46:36,-27.983,30.7177,57.11,95,9,1.68
126,Narsaq,GL,2022-02-26 03:46:37,60.9167,-46.05,12.42,96,100,3.53
127,Mahebourg,MU,2022-02-26 03:46:37,-20.4081,57.7,81.25,83,40,9.22
128,Krasnogorsk,RU,2022-02-26 03:46:37,55.8225,37.3181,30.06,86,100,8.95
129,Teknaf,BD,2022-02-26 03:46:38,20.8624,92.3058,80.96,35,0,4.25
130,Dikson,RU,2022-02-26 03:46:38,73.5069,80.5464,2.82,91,100,6.69
131,Saint-Pierre,RE,2022-02-26 03:46:38,-21.3393,55.4781,79.18,69,0,6.91
132,Taltal,CL,2022-02-26 03:45:19,-25.4,-70.4833,67.01,77,5,2.48
133,Lavrentiya,RU,2022-02-26 03:46:39,65.5833,-171.0,24.84,92,100,12.62
134,Baykit,RU,2022-02-26 03:46:39,61.67,96.37,19.27,93,100,1.54
135,Maple Creek,CA,2022-02-26 03:46:39,49.9168,-109.4848,21.61,63,10,10.36
136,Port Macquarie,AU,2022-02-26 03:46:40,-31.4333,152.9167,78.76,84,100,9.71
137,Umm Lajj,SA,2022-02-26 03:46:40,25.0213,37.2685,63.1,54,0,10.65
138,Kavaratti,IN,2022-02-26 03:46:40,10.5669,72.642,80.94,71,58,6.67
139,Ponta Do Sol,PT,2022-02-26 03:46:41,32.6667,-17.1,61.05,77,48,8.68
140,Castro,BR,2022-02-26 03:46:41,-24.7911,-50.0119,66.07,89,97,2.66
141,Turmalina,BR,2022-02-26 03:46:41,-17.2856,-42.73,64.74,97,5,2.17
142,Yagodnoye,RU,2022-02-26 03:46:41,62.55,149.6667,-2.92,88,100,5.55
143,Klaksvik,FO,2022-02-26 03:46:42,62.2266,-6.589,47.32,92,100,41.65
144,Sobolevo,RU,2022-02-26 03:46:42,54.4299,31.8996,23.25,94,34,6.46
145,Mahibadhoo,MV,2022-02-26 03:46:42,3.7833,72.9667,82.96,70,6,13.13
146,Codrington,AU,2022-02-26 03:46:43,-38.2667,141.9667,75.2,57,94,15.32
147,Sorong,ID,2022-02-26 03:46:43,-0.8833,131.25,82.96,68,56,5.79
148,Batemans Bay,AU,2022-02-26 03:46:43,-35.7167,150.1833,68.92,98,100,6.53
149,Sitka,US,2022-02-26 03:46:44,57.0531,-135.33,44.49,57,100,17.27
150,Priiskovyy,RU,2022-02-26 03:46:44,51.9333,116.6333,13.6,81,47,3.69
151,Zyryanka,RU,2022-02-26 03:46:44,65.75,150.85,-3.48,88,100,11.81
152,Nara,JP,2022-02-26 03:43:28,34.6851,135.8049,51.98,36,3,9.53
153,Port Lincoln,AU,2022-02-26 03:46:45,-34.7333,135.8667,71.49,57,49,12.01
154,New Glasgow,CA,2022-02-26 03:43:24,45.5834,-62.6486,16.18,94,100,13.49
155,Vanimo,PG,2022-02-26 03:46:45,-2.6741,141.3028,81.18,83,100,9.42
156,Bengkulu,ID,2022-02-26 03:46:45,-3.8004,102.2655,83.84,63,97,5.19
157,Saint-Philippe,RE,2022-02-26 03:46:46,-21.3585,55.7679,79.11,85,96,8.99
158,Tabou,CI,2022-02-26 03:46:46,4.423,-7.3528,77.52,92,7,6.71
159,Bathsheba,BB,2022-02-26 03:46:46,13.2167,-59.5167,75.81,83,75,12.66
160,Qui Nhon,VN,2022-02-26 03:45:59,13.7667,109.2333,72.61,87,100,15.86
161,Zheleznodorozhnyy,RU,2022-02-26 03:45:07,55.7503,38.0042,30.22,96,100,5.1
162,Trairi,BR,2022-02-26 03:46:47,-3.2778,-39.2689,77.94,80,94,6.42
163,Georgetown,MY,2022-02-26 03:46:47,5.4112,100.3354,85.93,78,20,10.36
164,Iraucuba,BR,2022-02-26 03:46:47,-3.7461,-39.7833,72.81,91,73,2.62
165,Broome,US,2022-02-26 03:46:48,42.2506,-75.833,18.57,79,100,10.36
166,Saint George,US,2022-02-26 03:44:39,37.1041,-113.5841,40.62,35,0,12.66
167,Half Moon Bay,US,2022-02-26 03:46:48,37.4636,-122.4286,53.31,71,0,13.8
168,Gat,IL,2022-02-26 03:46:48,31.61,34.7642,52.92,100,70,10.69
169,Ginir,ET,2022-02-26 03:46:49,7.1333,40.7,60.06,61,78,3.89
170,Ilulissat,GL,2022-02-26 03:46:49,69.2167,-51.1,1.42,92,75,8.05
171,Mehamn,NO,2022-02-26 03:46:49,71.0357,27.8492,17.82,67,89,13.13
172,Faya,SA,2022-02-26 03:46:50,18.3851,42.4509,55.51,57,6,3.98
173,Morro Bay,US,2022-02-26 03:42:40,35.3658,-120.8499,52.25,57,0,1.99
174,Floro,NO,2022-02-26 03:46:50,61.5996,5.0328,37.36,60,100,20.71
175,Kruisfontein,ZA,2022-02-26 03:46:50,-34.0033,24.7314,67.89,94,8,2.71
176,Nouadhibou,MR,2022-02-26 03:46:51,20.931,-17.0347,64.38,88,0,14.97
177,Busselton,AU,2022-02-26 03:46:51,-33.65,115.3333,74.08,49,28,15.59
178,Kavieng,PG,2022-02-26 03:46:51,-2.5744,150.7967,83.43,74,92,6.62
179,Talnakh,RU,2022-02-26 03:46:52,69.4865,88.3972,9.21,95,100,6.4
180,Bartica,GY,2022-02-26 03:46:52,6.4,-58.6167,75.52,99,88,2.19
181,Ailigandi,PA,2022-02-26 03:46:52,9.2333,-78.0167,78.3,80,97,13.96
182,Yaan,NG,2022-02-26 03:46:52,7.3833,8.5667,75.02,16,9,2.64
183,Praia,CV,2022-02-26 03:46:53,14.9215,-23.5087,70.34,73,75,21.85
184,Ribeira Grande,PT,2022-02-26 03:46:53,38.5167,-28.7,60.93,90,93,19.06
185,Nabire,ID,2022-02-26 03:46:53,-3.3667,135.4833,79.05,82,97,3.83
186,Torbay,CA,2022-02-26 03:45:13,47.6666,-52.7314,22.57,68,100,5.75
187,Clyde River,CA,2022-02-26 03:46:54,70.4692,-68.5914,-3.77,84,100,33.38
188,Sharjah,AE,2022-02-26 03:42:51,25.3573,55.4033,72.25,86,0,5.75
189,Constitucion,CL,2022-02-26 03:46:54,-35.3333,-72.4167,57.09,86,0,4.54
190,Provideniya,RU,2022-02-26 03:46:55,64.3833,-173.3,30.06,91,100,15.77
191,Manyana,BW,2022-02-26 03:46:55,-23.4,21.7167,65.79,65,2,8.21
192,Phonhong,LA,2022-02-26 03:46:55,18.5007,102.4166,75.02,47,47,0.2
193,Saint-Louis,SN,2022-02-26 03:46:55,16.3333,-15.0,67.64,50,5,12.46
194,Kikwit,CD,2022-02-26 03:46:56,-5.041,18.8162,68.77,95,39,2.08
195,Skjervoy,NO,2022-02-26 03:46:56,70.0311,20.9714,26.01,65,90,18.37
196,Tado,CO,2022-02-26 03:46:56,5.266,-76.5649,72.61,98,96,1.57
197,Mount Isa,AU,2022-02-26 03:46:57,-20.7333,139.5,98.37,20,40,11.5
198,Moyale,KE,2022-02-26 03:46:57,3.5167,39.0584,66.92,68,12,2.39
199,Chuy,UY,2022-02-26 03:46:57,-33.6971,-53.4616,65.57,89,0,5.86
200,Victoria,HK,2022-02-26 03:45:52,22.2855,114.1577,70.95,75,33,8.01
201,Thompson,CA,2022-02-26 03:46:58,55.7435,-97.8558,15.96,79,100,13.8
202,Pangody,RU,2022-02-26 03:46:58,65.85,74.4859,3.88,96,67,9.48
203,Long Beach,US,2022-02-26 03:43:36,33.767,-118.1892,57.87,55,0,6.91
204,Ostrovnoy,RU,2022-02-26 03:46:59,68.0531,39.5131,29.32,97,100,28.83
205,Altamira,BR,2022-02-26 03:46:59,-3.2033,-52.2064,72.95,98,99,1.95
206,Dunedin,NZ,2022-02-26 03:46:31,-45.8742,170.5036,54.81,59,49,11.99
207,Vostochnyy,RU,2022-02-26 03:46:59,55.8167,37.8667,29.98,96,100,5.1
208,Man,CI,2022-02-26 03:47:00,7.4125,-7.5538,71.46,84,6,2.53
209,San Cristobal,VE,2022-02-26 03:47:00,7.7669,-72.225,68.18,93,86,1.74
210,La Palma,US,2022-02-26 03:47:00,33.8464,-118.0467,58.01,57,0,8.05
211,Port Hardy,CA,2022-02-26 03:47:01,50.6996,-127.4199,43.75,65,75,17.27
212,Hohhot,CN,2022-02-26 03:47:01,40.8106,111.6522,28.69,43,0,4.47
213,Severnoye,RU,2022-02-26 03:47:01,56.3491,78.3619,10.0,96,77,7.74
214,Yanam,IN,2022-02-26 03:47:02,16.7333,82.2167,77.4,44,18,5.99
215,Jiangkou,CN,2022-02-26 03:47:02,25.4872,119.1986,64.29,67,0,3.74
216,Beyneu,KZ,2022-02-26 03:47:03,45.3167,55.2,45.81,71,96,20.4
217,Iqaluit,CA,2022-02-26 03:47:03,63.7506,-68.5145,-20.31,68,100,15.01
218,Coachella,US,2022-02-26 03:46:01,33.6803,-116.1739,62.76,22,0,0.0
219,Hambantota,LK,2022-02-26 03:47:03,6.1241,81.1185,84.54,79,20,12.66
220,Xingyi,CN,2022-02-26 03:47:04,24.1877,102.817,63.77,38,0,8.23
221,Ust-Kan,RU,2022-02-26 03:47:04,50.9276,84.761,23.2,88,99,1.68
222,Bethel,US,2022-02-26 03:47:04,41.3712,-73.414,28.98,46,40,9.22
223,Lipari,IT,2022-02-26 03:47:04,38.4674,14.954,53.53,62,29,3.58
224,Fairbanks,US,2022-02-26 03:45:23,64.8378,-147.7164,37.36,62,100,13.8
225,Fayaoue,NC,2022-02-26 03:47:05,-20.65,166.5333,77.63,79,100,6.17
226,Biak,ID,2022-02-26 03:47:05,-0.9131,122.8766,85.71,58,92,7.49
227,Norman Wells,CA,2022-02-26 03:47:06,65.282,-126.8329,-7.56,71,20,4.61
228,Sao Filipe,CV,2022-02-26 03:47:06,14.8961,-24.4956,67.55,80,8,18.54
229,East London,ZA,2022-02-26 03:43:12,-33.0153,27.9116,68.94,88,0,4.61
230,Samarai,PG,2022-02-26 03:47:06,-10.6167,150.6667,81.05,80,100,17.78
231,Itarema,BR,2022-02-26 03:47:07,-2.9248,-39.9167,78.51,79,54,8.9
232,Mosquera,CO,2022-02-26 03:44:00,4.7059,-74.2302,57.29,94,75,2.3
233,San Quintin,MX,2022-02-26 03:47:07,30.4833,-115.95,54.97,61,22,10.27
234,Kayerkan,RU,2022-02-26 03:47:07,69.3497,87.7602,8.53,92,100,5.93
235,Hobyo,SO,2022-02-26 03:47:08,5.3505,48.5268,78.57,78,32,10.71
236,Riyadh,SA,2022-02-26 03:47:02,24.6877,46.7219,68.14,26,10,5.91
237,Koungou,YT,2022-02-26 03:47:08,-12.7336,45.2042,78.51,94,20,3.44
238,Tomatlan,MX,2022-02-26 03:47:09,19.9333,-105.25,67.44,78,0,2.89
239,Port Stanley,FK,2022-02-26 03:47:09,-51.7,-57.85,46.69,86,78,8.23
240,Nelson Bay,AU,2022-02-26 03:47:09,-32.7167,152.15,72.0,89,100,3.0
241,Kaseda,JP,2022-02-26 03:47:10,31.4167,130.3167,56.43,56,2,4.9
242,Sinnamary,GF,2022-02-26 03:47:10,5.3833,-52.95,76.93,90,100,13.94
243,Kiruna,SE,2022-02-26 03:47:10,67.8557,20.2251,5.92,78,7,5.75
244,Dubai,AE,2022-02-26 03:44:47,25.2582,55.3047,72.21,77,0,5.75
245,Mgandu,TZ,2022-02-26 03:47:11,-5.95,34.1333,59.14,97,100,1.5
246,Tiksi,RU,2022-02-26 03:47:11,71.6872,128.8694,-2.83,95,100,7.7
247,Klyuchi,RU,2022-02-26 03:47:11,52.2667,79.1667,19.44,96,95,7.27
248,Tuatapere,NZ,2022-02-26 03:47:12,-46.1333,167.6833,55.81,47,11,7.96
249,Shitanjing,CN,2022-02-26 03:47:12,39.2342,106.3439,34.25,20,0,5.32
250,Kirkwall,GB,2022-02-26 03:47:12,58.9848,-2.9587,44.94,87,40,16.11
251,Boromo,BF,2022-02-26 03:47:13,11.75,-2.9333,75.33,13,34,4.18
252,Beringovskiy,RU,2022-02-26 03:47:13,63.05,179.3167,23.02,95,100,16.04
253,Neuquen,AR,2022-02-26 03:47:13,-38.9516,-68.0591,62.49,82,0,2.3
254,Komsomolskiy,UZ,2022-02-26 03:47:13,40.4272,71.7189,42.22,70,100,6.91
255,Tromso,NO,2022-02-26 03:47:14,69.6496,18.957,23.02,80,75,17.27
256,Huarmey,PE,2022-02-26 03:47:14,-10.0681,-78.1522,72.68,84,99,6.82
257,Saint Anthony,US,2022-02-26 03:47:14,45.0205,-93.218,7.75,77,0,5.75
258,Dalen,NL,2022-02-26 03:47:15,52.6992,6.7556,35.83,93,3,5.7
259,Moose Factory,CA,2022-02-26 03:47:15,51.2585,-80.6094,6.8,51,100,10.36
260,Riviere-Au-Renard,CA,2022-02-26 03:47:16,48.9957,-64.3971,3.2,90,77,6.8
261,Cherskiy,RU,2022-02-26 03:47:16,68.75,161.3,-4.86,96,100,6.82
262,Ilo,PE,2022-02-26 03:47:16,-17.6394,-71.3375,71.02,91,100,3.38
263,Penalva,BR,2022-02-26 03:47:17,-3.2942,-45.1736,73.62,99,100,2.44
264,Kaitangata,NZ,2022-02-26 03:47:17,-46.2817,169.8464,57.92,46,6,13.51
265,Kuching,MY,2022-02-26 03:44:58,1.55,110.3333,88.02,66,40,5.75
266,Teodoro Sampaio,BR,2022-02-26 03:47:17,-22.5325,-52.1675,74.21,88,76,4.29
267,Vila Velha,BR,2022-02-26 03:47:18,-20.3297,-40.2925,75.94,90,40,3.44
268,Omaruru,NA,2022-02-26 03:47:18,-21.4333,15.9333,69.21,52,6,3.78
269,Ixtapa,MX,2022-02-26 03:47:18,20.7,-105.2,71.22,87,3,2.68
270,Bambous Virieux,MU,2022-02-26 03:47:19,-20.3428,57.7575,81.21,83,40,9.22
271,Cervo,ES,2022-02-26 03:47:19,43.6702,-7.4101,44.82,84,5,10.38
272,Benjamin Hill,MX,2022-02-26 03:47:19,30.1667,-111.1,51.17,26,51,6.42
273,Costinesti,RO,2022-02-26 03:47:20,43.95,28.6333,40.01,66,40,8.93
274,Hofn,IS,2022-02-26 03:47:20,64.2539,-15.2082,40.68,76,100,34.34
275,Hovd,MN,2022-02-26 03:47:20,48.0056,91.6419,11.1,74,52,3.29
276,Rio Gallegos,AR,2022-02-26 03:47:21,-51.6226,-69.2181,50.05,71,0,6.91
277,Bilibino,RU,2022-02-26 03:47:21,68.0546,166.4372,6.4,96,98,1.72
