City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Xining,CN,2022-02-26 03:47:21,36.6167,101.7667,28.33,34,0,3.96
279,Fethiye,TR,2022-02-26 03:47:22,36.6217,29.1164,44.47,66,0,5.46
280,Carregado,PT,2022-02-26 03:47:22,39.0236,-8.9769,56.43,85,21,5.73
281,Tautira,PF,2022-02-26 03:47:22,-17.7333,-149.15,87.82,72,55,14.56
282,Ancud,CL,2022-02-26 03:46:34,-41.8697,-73.8203,58.23,90,64,16.91
283,Mumford,GH,2022-02-26 03:47:23,5.2618,-0.759,78.46,93,10,6.53
284,Faanui,PF,2022-02-26 03:47:23,-16.4833,-151.75,82.08,74,16,16.67
285,Antofagasta,CL,2022-02-26 03:44:57,-23.65,-70.4,63.68,79,19,6.2
286,Stokmarknes,NO,2022-02-26 03:47:23,68.5646,14.9108,31.5,67,100,9.8
287,Saint-Augustin,CA,2022-02-26 03:47:24,51.226,-58.6502,-20.99,97,31,5.48
288,Suez,EG,2022-02-26 03:47:24,29.9737,32.5263,52.77,72,21,4.43
289,Serenje,ZM,2022-02-26 03:47:25,-13.2325,30.2352,61.25,98,100,2.08
290,Eyl,SO,2022-02-26 03:47:25,7.9803,49.8164,75.83,78,88,8.32
291,Yar-Sale,RU,2022-02-26 03:47:25,66.8333,70.8333,9.77,92,47,10.0
292,Teshie,GH,2022-02-26 03:47:26,5.5836,-0.1072,81.16,89,0,10.36
293,Kismayo,SO,2022-02-26 03:47:26,-0.3582,42.5454,78.4,84,43,11.21
294,Tasiilaq,GL,2022-02-26 03:47:26,65.6145,-37.6368,24.28,62,100,52.93
295,Matagami,CA,2022-02-26 03:47:27,49.7502,-77.6328,-2.09,71,0,9.22
296,Hutchinson,US,2022-02-26 03:42:40,38.0608,-97.9298,23.36,60,0,0.0
297,Cidreira,BR,2022-02-26 03:47:27,-30.1811,-50.2056,74.79,93,44,6.4
298,Valparaiso,CL,2022-02-26 03:47:27,-33.0393,-71.6273,64.04,63,0,8.05
299,Katherine,AU,2022-02-26 03:47:28,-14.4667,132.2667,91.72,52,75,14.97
300,Pankrushikha,RU,2022-02-26 03:47:28,53.8319,80.3406,19.17,97,98,8.75
301,Ordzhonikidze,KZ,2022-02-26 03:47:28,52.4411,61.7408,2.91,100,90,1.99
302,La Ronge,CA,2022-02-26 03:45:14,55.1001,-105.2842,26.85,59,100,10.36
303,Kaeo,NZ,2022-02-26 03:47:28,-35.1,173.7833,74.32,69,56,6.29
304,Aykhal,RU,2022-02-26 03:47:29,66.0,111.5,-8.59,80,4,5.66
305,Lieksa,FI,2022-02-26 03:47:29,63.3167,30.0167,17.76,92,98,12.62
306,Nishihara,JP,2022-02-26 03:47:29,26.1842,127.7558,69.08,60,75,17.27
307,Capreol,CA,2022-02-26 03:47:30,46.706,-80.9225,7.27,51,0,6.91
308,Garden City,US,2022-02-26 03:44:43,42.3256,-83.331,26.85,73,100,4.61
309,Cayenne,GF,2022-02-26 03:47:30,4.9333,-52.3333,80.1,86,75,8.05
310,Tanah Merah,MY,2022-02-26 03:47:30,5.8,102.15,76.86,97,100,6.15
311,Tsabong,BW,2022-02-26 03:47:31,-26.0217,22.401,70.52,57,0,7.63
312,Rocha,UY,2022-02-26 03:47:31,-34.4833,-54.3333,62.49,63,0,6.51
313,Tateyama,JP,2022-02-26 03:47:32,34.9833,139.8667,56.14,53,0,7.43
314,West Point,US,2022-02-26 03:47:32,33.6076,-88.6503,38.17,76,100,16.11
315,San Cosme Y Damian,PY,2022-02-26 03:47:32,-27.3167,-56.35,77.18,95,100,5.99
316,Quelimane,MZ,2022-02-26 03:47:33,-17.8786,36.8883,78.75,94,40,2.3
317,Bac Lieu,VN,2022-02-26 03:47:33,9.285,105.7244,85.8,57,68,25.12
318,Jakar,BT,2022-02-26 03:47:33,27.5492,90.7525,45.41,50,16,4.52
319,Balkanabat,TM,2022-02-26 03:47:33,39.5108,54.3671,58.26,37,64,13.38
320,Port Hedland,AU,2022-02-26 03:47:34,-20.3167,118.5667,95.05,59,4,9.22
321,Carutapera,BR,2022-02-26 03:47:34,-1.195,-46.02,76.5,93,99,6.08
322,Moron,AR,2022-02-26 03:47:34,-34.6534,-58.6198,76.96,71,0,6.11
323,Kropotkin,RU,2022-02-26 03:47:35,45.4375,40.5756,45.16,83,100,3.47
324,Bandipur,NP,2022-02-26 03:47:35,27.9333,84.4167,61.57,39,1,0.83
325,Bollnas,SE,2022-02-26 03:47:35,61.3482,16.3946,25.39,89,4,4.32
326,Asau,RO,2022-02-26 03:47:36,46.4333,26.4,38.95,78,98,3.62
327,Mujiayingzi,CN,2022-02-26 03:47:36,42.1167,118.7833,31.64,23,0,16.53
328,Eravur,LK,2022-02-26 03:47:36,7.7733,81.6095,80.91,78,14,9.01
329,Tweed,CA,2022-02-26 03:45:13,44.4751,-77.3162,11.07,85,28,2.15
330,Oxford,GB,2022-02-26 03:47:36,51.7522,-1.256,39.18,91,59,5.97
331,Nemuro,JP,2022-02-26 03:47:37,43.3236,145.575,36.03,77,5,14.79
332,Pakokku,MM,2022-02-26 03:47:37,21.3333,95.1,82.99,34,0,9.86
333,Kautokeino,NO,2022-02-26 03:47:37,69.0125,23.0412,-13.14,100,54,3.13
334,Gainesville,US,2022-02-26 03:43:42,29.6516,-82.3248,69.94,71,0,5.75
335,Gondanglegi,ID,2022-02-26 03:47:38,-7.7479,112.0132,84.42,74,36,6.49
336,Balykshi,KZ,2022-02-26 03:47:38,47.0667,51.8667,42.8,75,0,20.13
337,Arrecife,ES,2022-02-26 03:47:38,28.963,-13.5477,60.87,82,0,5.75
338,Sevnica,SI,2022-02-26 03:47:39,46.0078,15.3156,34.16,89,100,2.64
339,Baraboo,US,2022-02-26 03:45:46,43.4711,-89.7443,17.01,77,0,4.61
340,Nichinan,JP,2022-02-26 03:47:39,31.6,131.3667,56.35,34,0,7.07
341,Silale,LT,2022-02-26 03:47:39,55.4906,22.1814,35.56,94,99,9.13
342,Geraldton,AU,2022-02-26 03:47:40,-28.7667,114.6,81.01,61,15,17.27
343,Boden,SE,2022-02-26 03:47:40,65.8252,21.6886,17.6,93,3,4.54
344,Saint-Joseph,RE,2022-02-26 03:47:40,-21.3667,55.6167,78.1,83,97,7.72
345,Khasan,RU,2022-02-26 03:47:41,42.4308,130.6434,41.85,44,79,12.86
346,Gasa,PS,2022-02-26 03:45:32,31.5,34.4667,53.58,80,67,12.03
347,Palestina,PS,2022-02-26 03:47:41,31.9216,35.2033,44.47,93,96,9.93
348,Iquitos,PE,2022-02-26 03:47:41,-3.7481,-73.2472,75.24,100,75,3.44
349,Alofi,NU,2022-02-26 03:47:42,-19.0595,-169.9187,84.09,79,100,9.22
350,Ketchikan,US,2022-02-26 03:47:42,55.3422,-131.6461,40.98,81,100,10.36
351,Hamilton,US,2022-02-26 03:47:42,39.1834,-84.5333,31.12,79,100,6.91
352,Soyo,AO,2022-02-26 03:47:43,-6.1349,12.3689,79.59,84,92,4.59
353,Bozoum,CF,2022-02-26 03:47:43,6.3193,16.3799,65.82,19,21,3.22
354,Bundaberg,AU,2022-02-26 03:44:57,-24.85,152.35,86.22,69,75,10.36
355,Presidencia Roque Saenz Pena,AR,2022-02-26 03:47:43,-26.7852,-60.4388,78.94,73,52,11.25
356,Mansa,IN,2022-02-26 03:47:44,29.9833,75.3833,59.56,81,76,10.42
357,Paamiut,GL,2022-02-26 03:47:44,61.994,-49.6678,-6.59,98,100,17.92
358,Ngunguru,NZ,2022-02-26 03:47:44,-35.6167,174.5,74.16,62,0,9.04
359,Malanje,AO,2022-02-26 03:47:45,-9.5402,16.341,62.71,96,93,0.51
360,Binghamton,US,2022-02-26 03:45:11,42.0987,-75.918,18.88,79,100,10.36
361,Burnie,AU,2022-02-26 03:47:45,-41.0667,145.9167,72.95,49,51,8.23
362,Atar,MR,2022-02-26 03:47:46,20.5169,-13.0499,74.86,33,100,6.76
363,Ashland,US,2022-02-26 03:43:00,40.8167,-82.2665,22.66,98,100,3.78
364,Touros,BR,2022-02-26 03:47:46,-5.1989,-35.4608,79.7,71,88,10.98
365,Truth Or Consequences,US,2022-02-26 03:47:46,33.1284,-107.2528,53.83,21,0,10.36
366,Lufilufi,WS,2022-02-26 03:47:47,-13.8745,-171.5986,76.78,92,100,19.75
367,Birjand,IR,2022-02-26 03:47:47,32.8663,59.2211,41.47,60,0,6.91
368,Sidi Ali,DZ,2022-02-26 03:47:47,36.0998,0.4206,54.05,84,100,4.52
369,West Bay,KY,2022-02-26 03:47:48,19.3667,-81.4167,77.07,76,20,8.05
370,Mananjary,MG,2022-02-26 03:47:48,-21.2167,48.3333,76.64,93,100,3.71
371,Abeokuta,NG,2022-02-26 03:43:20,7.15,3.35,80.15,88,7,1.41
372,Isangel,VU,2022-02-26 03:47:49,-19.55,169.2667,86.11,79,100,2.3
373,Povenets,RU,2022-02-26 03:47:49,62.8487,34.8262,27.95,99,100,5.19
374,Leova,MD,2022-02-26 03:47:50,46.4786,28.2553,41.07,81,45,12.28
375,Ondjiva,AO,2022-02-26 03:47:50,-17.0667,15.7333,67.21,80,29,0.56
376,Zhigansk,RU,2022-02-26 03:47:50,66.7697,123.3711,-1.17,89,100,16.37
377,Sabang,ID,2022-02-26 03:47:50,5.8933,95.3214,80.4,80,88,23.04
378,Sao Francisco,BR,2022-02-26 03:47:51,-15.9486,-44.8644,69.64,83,6,3.85
379,Palmer,US,2022-02-26 03:45:56,42.1584,-72.3287,23.61,68,75,10.36
380,Teluk Nibung,ID,2022-02-26 03:47:51,3.001,99.8164,77.36,90,99,9.95
381,Manta,EC,2022-02-26 03:47:52,-0.95,-80.7333,80.38,78,75,2.3
382,Buin,CL,2022-02-26 03:47:52,-33.7333,-70.75,71.87,61,0,1.23
383,Niksic,ME,2022-02-26 03:47:52,42.7731,18.9445,39.07,84,11,4.81
384,Nunoa,PE,2022-02-26 03:47:53,-14.48,-70.6411,44.55,75,99,2.28
385,Letka,RU,2022-02-26 03:47:53,59.6011,49.4232,26.04,93,100,11.52
386,Sanming,CN,2022-02-26 03:47:53,26.2486,117.6186,66.9,60,0,2.95
387,Mossendjo,CG,2022-02-26 03:47:54,-2.9506,12.7261,69.08,99,98,0.83
388,Flin Flon,CA,2022-02-26 03:47:54,54.7682,-101.865,22.33,91,100,11.41
389,Tuzha,RU,2022-02-26 03:47:54,57.6062,47.936,26.06,92,100,11.45
390,Kaputa,ZM,2022-02-26 03:47:55,-8.4689,29.6619,66.6,90,100,1.86
391,Key West,US,2022-02-26 03:45:24,24.5557,-81.7826,78.8,68,0,13.8
392,Mokhsogollokh,RU,2022-02-26 03:47:55,61.4681,128.9203,-2.54,82,100,7.72
393,Raudeberg,NO,2022-02-26 03:47:55,61.9875,5.1352,36.27,60,90,23.62
394,Camopi,GF,2022-02-26 03:47:56,3.1655,-52.3158,72.75,99,100,2.64
395,Delta Del Tigre,UY,2022-02-26 03:47:56,-34.7633,-56.3853,68.11,46,0,8.34
396,Dharchula,IN,2022-02-26 03:47:56,29.85,80.5333,56.48,38,87,2.57
397,Pacific Grove,US,2022-02-26 03:47:57,36.6177,-121.9166,52.43,80,0,3.44
398,Brae,GB,2022-02-26 03:47:57,60.3964,-1.353,46.31,85,100,27.42
399,Bend,US,2022-02-26 03:47:57,44.0582,-121.3153,32.47,63,0,1.99
400,Kindu,CD,2022-02-26 03:47:58,-2.95,25.95,70.11,95,100,3.13
401,Iwanai,JP,2022-02-26 03:47:58,42.9744,140.5089,42.31,75,58,16.15
402,Rafai,CF,2022-02-26 03:47:58,4.95,23.9167,68.99,26,100,2.57
403,Sioux Lookout,CA,2022-02-26 03:45:27,50.1001,-91.917,3.58,60,20,9.22
404,Souillac,MU,2022-02-26 03:47:59,-20.5167,57.5167,81.36,83,40,9.22
405,Yokadouma,CM,2022-02-26 03:47:59,3.5167,15.05,65.16,39,16,0.38
406,Taree,AU,2022-02-26 03:48:00,-31.9,152.4667,78.73,69,75,12.66
407,Milverton,CA,2022-02-26 03:48:00,43.5668,-80.9164,17.42,96,35,2.55
408,Villa Literno,IT,2022-02-26 03:48:00,41.0099,14.0805,52.25,83,75,2.1
409,Olinda,BR,2022-02-26 03:48:01,-8.0089,-34.8553,82.13,74,40,6.91
410,Okhotsk,RU,2022-02-26 03:48:01,59.3833,143.3,13.55,73,100,11.54
411,Arlit,NE,2022-02-26 03:48:01,18.7369,7.3853,63.7,13,0,4.27
412,Coahuayana,MX,2022-02-26 03:48:01,18.7333,-103.6833,71.69,93,7,3.02
413,Pouebo,NC,2022-02-26 03:48:02,-20.4,164.5667,74.26,90,100,9.73
414,Coquimbo,CL,2022-02-26 03:44:40,-29.9533,-71.3436,62.33,88,0,3.44
415,Alexandria,EG,2022-02-26 03:48:02,31.2156,29.9553,54.14,87,40,10.36
416,Esperance,AU,2022-02-26 03:48:03,-33.8667,121.9,87.64,45,65,2.86
417,Maba,CN,2022-02-26 03:48:03,24.6841,113.5984,66.2,60,0,1.72
418,Yulara,AU,2022-02-26 03:48:03,-25.2406,130.9889,94.84,21,2,13.8
419,Linxia,CN,2022-02-26 03:48:04,35.6003,103.2064,33.13,49,0,2.39
420,College,US,2022-02-26 03:48:04,64.8569,-147.8028,37.35,62,75,13.8
421,Turukhansk,RU,2022-02-26 03:48:04,65.8167,87.9833,6.53,95,99,8.16
422,Tchaourou,BJ,2022-02-26 03:48:05,8.8865,2.5975,73.76,17,12,3.42
423,Krasnoselkup,RU,2022-02-26 03:48:05,65.7,82.4667,3.06,96,96,9.46
424,Reconquista,AR,2022-02-26 03:48:05,-29.15,-59.65,76.01,87,3,9.51
425,Bageshwar,IN,2022-02-26 03:48:05,29.85,79.7667,55.24,47,100,2.15
426,Kununurra,AU,2022-02-26 03:45:48,-15.7667,128.7333,93.18,55,40,9.22
427,Lagoa,PT,2022-02-26 03:48:06,39.05,-27.9833,59.77,90,98,23.96
428,Taoudenni,ML,2022-02-26 03:48:06,22.6783,-3.9836,78.48,12,87,11.18
429,Zaykovo,RU,2022-02-26 03:48:07,57.5613,62.7568,15.82,95,27,6.15
430,Kirovsk,UA,2022-02-26 03:48:07,48.6375,38.6428,33.37,98,100,5.75
431,Zubtsov,RU,2022-02-26 03:48:07,56.1753,34.5894,29.08,94,100,8.28
432,Sambava,MG,2022-02-26 03:48:07,-14.2667,50.1667,76.84,86,97,2.37
433,Colares,PT,2022-02-26 03:48:08,38.7992,-9.4469,56.28,63,6,15.01
434,Invermere,CA,2022-02-26 03:48:08,50.5167,-116.0354,13.42,77,57,1.41
435,Lata,PT,2022-02-26 03:48:08,40.1629,-8.3327,52.05,72,100,4.34
436,Portland,US,2022-02-26 03:45:08,45.5234,-122.6762,41.58,59,0,8.01
437,Katsuura,JP,2022-02-26 03:48:09,35.1333,140.3,51.91,47,0,8.84
438,China,MX,2022-02-26 03:48:09,25.7,-99.2333,45.5,69,100,10.22
439,Kinablangan,PH,2022-02-26 03:48:09,7.6947,126.5503,78.78,83,100,5.64
440,Marsaxlokk,MT,2022-02-26 03:48:10,35.8419,14.5431,53.08,93,20,4.61
441,Caravelas,BR,2022-02-26 03:48:10,-17.7125,-39.2481,75.31,87,4,1.57
442,Veraval,IN,2022-02-26 03:48:11,20.9,70.3667,74.21,50,37,9.64
443,Mahina,PF,2022-02-26 03:48:11,-17.5065,-149.489,87.57,58,40,6.91
444,Ojhar,IN,2022-02-26 03:48:11,20.1,73.9333,78.35,20,24,2.84
445,Xiaoyi,CN,2022-02-26 03:48:12,34.6178,109.703,54.12,19,0,6.17
446,Kimbe,PG,2022-02-26 03:48:12,-5.5502,150.1429,79.65,88,100,3.56
447,Dudinka,RU,2022-02-26 03:48:12,69.4058,86.1778,9.63,96,100,8.86
448,Odweyne,SO,2022-02-26 03:48:13,9.4092,45.064,69.78,64,22,2.48
449,Srandakan,ID,2022-02-26 03:48:13,-7.9386,110.2506,84.96,64,98,3.29
450,Mabiton,PH,2022-02-26 03:48:13,12.8334,123.2612,81.1,74,96,14.09
451,Imuris,MX,2022-02-26 03:48:14,30.7833,-110.8667,49.69,27,5,2.51
452,Lerwick,GB,2022-02-26 03:48:14,60.1545,-1.1494,46.4,87,100,27.83
453,Salalah,OM,2022-02-26 03:48:14,17.0151,54.0924,69.89,78,20,2.3
454,Emmett,US,2022-02-26 03:48:15,43.8735,-116.4993,29.03,57,5,3.0
455,Dongning,CN,2022-02-26 03:48:15,44.0622,131.1207,34.79,65,53,14.25
456,Cairns,AU,2022-02-26 03:43:59,-16.9167,145.7667,98.11,50,21,11.5
457,Tual,ID,2022-02-26 03:48:15,-5.6667,132.75,82.58,77,23,16.02
458,Comodoro Rivadavia,AR,2022-02-26 03:48:16,-45.8667,-67.5,67.86,45,0,13.8
459,Lambarene,GA,2022-02-26 03:48:16,-0.7001,10.2406,75.88,96,88,2.26
460,Luorong,CN,2022-02-26 03:48:16,24.4058,109.6086,63.14,59,2,3.02
461,Carahue,CL,2022-02-26 03:48:17,-38.7,-73.1667,62.8,88,78,4.81
462,Sangar,RU,2022-02-26 03:48:17,63.9242,127.4739,-10.66,93,100,4.12
463,Atambua,ID,2022-02-26 03:48:17,-9.1061,124.8925,77.2,83,100,9.24
464,Zasheyek,RU,2022-02-26 03:48:18,67.4066,32.5499,24.06,83,100,16.69
465,Shelburne,CA,2022-02-26 03:45:14,44.0787,-80.2041,9.12,88,13,5.61
466,Kodinsk,RU,2022-02-26 03:48:18,58.6881,99.1844,26.44,94,100,9.78
467,Kantilo,IN,2022-02-26 03:48:18,20.35,85.1833,78.66,40,2,1.79
468,Inuvik,CA,2022-02-26 03:48:19,68.3499,-133.7218,-17.54,69,0,3.44
469,Quesnel,CA,2022-02-26 03:45:13,52.9999,-122.5029,25.3,68,0,0.0
470,Byron Bay,AU,2022-02-26 03:48:19,-28.65,153.6167,78.91,85,100,14.29
471,Arroio Dos Ratos,BR,2022-02-26 03:48:19,-30.0772,-51.7292,81.79,82,20,2.01
472,Mogzon,RU,2022-02-26 03:48:20,51.7435,111.9606,20.75,76,86,13.67
473,Harbour Breton,CA,2022-02-26 03:48:20,47.4833,-55.7983,19.56,58,100,11.12
474,Poronaysk,RU,2022-02-26 03:48:20,49.2167,143.1167,28.98,84,100,2.62
475,Puerto Montt,CL,2022-02-26 03:45:34,-41.4698,-72.9447,58.03,94,100,13.8
476,Viedma,AR,2022-02-26 03:48:21,-40.8135,-62.9967,69.57,47,3,12.08
477,Svetlogorsk,BY,2022-02-26 03:48:21,52.6333,29.7333,30.6,86,10,5.37
478,Lazaro Cardenas,MX,2022-02-26 03:46:29,17.9583,-102.2,73.62,83,0,3.71
479,Leningradskiy,RU,2022-02-26 03:48:21,69.3833,178.4167,11.44,95,100,5.64
480,Luderitz,NA,2022-02-26 03:48:22,-26.6481,15.1594,65.43,86,0,14.81
481,Jiblah,YE,2022-02-26 03:48:22,13.9216,44.1467,60.62,48,49,2.84
482,Shizunai,JP,2022-02-26 03:48:22,42.3339,142.3669,38.08,79,51,11.65
483,Doha,QA,2022-02-26 03:46:41,25.2867,51.5333,64.38,91,5,5.75
484,Tuktoyaktuk,CA,2022-02-26 03:48:23,69.4541,-133.0374,-22.0,76,0,0.0
485,Grand Gaube,MU,2022-02-26 03:48:23,-20.0064,57.6608,81.37,84,14,3.0
486,Guerrero Negro,MX,2022-02-26 03:48:23,27.9769,-114.0611,58.64,50,60,12.17
487,Gigmoto,PH,2022-02-26 03:48:24,13.7796,124.39,81.45,73,100,15.32
488,Mindelo,CV,2022-02-26 03:48:24,16.8901,-24.9804,69.35,64,20,24.16
489,Nago,JP,2022-02-26 03:48:24,26.5881,127.9761,69.87,65,82,10.56
490,Bonavista,CA,2022-02-26 03:48:25,48.6499,-53.1147,22.12,61,99,11.56
491,Tiznit,MA,2022-02-26 03:48:25,29.5833,-9.5,53.83,91,78,2.66
492,Ituango,CO,2022-02-26 03:48:25,7.1712,-75.764,62.92,97,88,0.47
493,Russkoye,UA,2022-02-26 03:48:25,45.0167,34.8,37.0,97,100,6.26
494,Derzhavinsk,KZ,2022-02-26 03:48:26,51.1,66.3167,12.33,100,100,8.03
495,Vostok,RU,2022-02-26 03:48:26,46.4856,135.8833,25.02,88,100,12.15
496,Hargeysa,SO,2022-02-26 03:48:27,9.56,44.065,65.48,78,41,3.74
497,Barra Patuca,HN,2022-02-26 03:48:27,15.8,-84.2833,75.92,83,4,7.92
498,Kuyanovo,RU,2022-02-26 03:48:27,55.8014,54.5372,15.93,98,93,7.96
499,Bontang,ID,2022-02-26 03:48:28,0.1333,117.5,84.07,69,100,9.82
500,Minsk,BY,2022-02-26 03:48:28,53.9,27.5667,26.35,92,9,6.38
501,Goulburn,AU,2022-02-26 03:48:28,-34.75,149.7167,63.57,81,100,9.1
502,Sisimiut,GL,2022-02-26 03:48:28,66.9395,-53.6735,-11.96,91,100,4.92
503,Grindavik,IS,2022-02-26 03:48:29,63.8424,-22.4338,37.35,87,100,27.63
504,Rafaela,AR,2022-02-26 03:48:29,-31.2503,-61.4867,76.98,69,5,1.01
505,Saint-Georges,GD,2022-02-26 03:48:29,12.0564,-61.7485,76.68,83,75,9.22
506,Shahr-E Babak,IR,2022-02-26 03:48:30,30.1165,55.1186,51.76,42,36,6.67
507,Quetigny,FR,2022-02-26 03:48:30,47.3167,5.1167,35.53,86,0,4.61
508,Dingle,PH,2022-02-26 03:48:30,10.9995,122.6711,85.08,59,100,18.72
509,Pangnirtung,CA,2022-02-26 03:48:31,66.1451,-65.7125,-24.38,97,100,2.39
510,Amapa,BR,2022-02-26 03:48:31,1.0,-52.0,72.25,100,100,1.45
511,Kaniama,CD,2022-02-26 03:48:31,-7.5667,24.1833,64.04,97,99,2.64
512,Saquarema,BR,2022-02-26 03:46:49,-22.92,-42.5103,71.87,91,30,6.02
513,Calvinia,ZA,2022-02-26 03:48:32,-31.4707,19.776,69.35,65,0,5.35
514,Sola,VU,2022-02-26 03:48:32,-13.8833,167.55,88.47,70,100,2.3
515,Vestmannaeyjar,IS,2022-02-26 03:48:32,63.4427,-20.2734,39.25,68,100,34.52
516,Ayagoz,KZ,2022-02-26 03:48:32,47.9714,80.4392,20.26,81,100,5.28
517,Hella,NO,2022-02-26 03:48:33,67.2,14.4333,30.34,80,75,10.36
518,Utinga,BR,2022-02-26 03:48:33,-5.8172,-35.3954,81.0,83,20,8.05
519,Borovichi,RU,2022-02-26 03:47:30,58.3878,33.9155,31.78,92,99,11.77
520,Kailua,US,2022-02-26 03:48:33,21.4022,-157.7394,80.58,75,21,5.01
521,Sao Felix Do Xingu,BR,2022-02-26 03:48:34,-6.6447,-51.995,71.51,97,11,1.03
522,Mombetsu,JP,2022-02-26 03:48:34,44.3525,143.3525,41.02,45,75,21.85
523,Atasu,KZ,2022-02-26 03:48:34,48.6814,71.6433,26.4,96,100,6.87
524,Brokopondo,SR,2022-02-26 03:48:35,4.75,-55.1667,75.36,92,84,10.11
525,Angren,UZ,2022-02-26 03:48:35,41.0167,70.1436,42.89,62,52,4.27
526,Kenai,US,2022-02-26 03:48:35,60.5544,-151.2583,39.29,65,100,12.66
527,Vikhorevka,RU,2022-02-26 03:48:36,56.1201,101.1636,26.19,89,100,11.1
528,Lagunas,PE,2022-02-26 03:48:36,-5.2269,-75.6753,71.8,99,81,0.67
529,Desterro,BR,2022-02-26 03:48:36,-7.2906,-37.0939,70.43,84,76,8.08
530,Road Town,VG,2022-02-26 03:48:36,18.4167,-64.6167,75.99,72,0,17.4
531,Manzhouli,CN,2022-02-26 03:48:37,49.6,117.4333,13.17,83,22,11.95
532,Aleksandrov Gay,RU,2022-02-26 03:48:37,50.147,48.5704,31.77,91,100,14.54
533,Narasannapeta,IN,2022-02-26 03:48:37,18.4167,84.05,80.15,49,0,1.1
534,Marzuq,YE,2022-02-26 03:48:38,14.4,46.4667,68.54,21,71,4.94
535,Galle,LK,2022-02-26 03:48:38,6.0367,80.217,82.31,72,11,5.26
536,Gizo,SB,2022-02-26 03:48:38,-8.103,156.8419,85.95,72,81,14.43
537,Felipe Carrillo Puerto,MX,2022-02-26 03:48:39,19.5833,-88.05,69.44,98,2,2.75
538,Sirvintos,LT,2022-02-26 03:48:39,55.05,24.95,36.41,95,97,8.52
539,Port Harcourt,NG,2022-02-26 03:48:39,4.7774,7.0134,78.6,87,36,2.95
540,Raisinghnagar,IN,2022-02-26 03:48:40,29.5358,73.4492,63.91,56,0,15.99
541,Wladyslawowo,PL,2022-02-26 03:48:40,54.7909,18.4009,39.94,92,65,8.1
542,Lasa,IT,2022-02-26 03:48:40,46.6166,10.7002,31.08,93,58,6.49
543,Rongcheng,CN,2022-02-26 03:48:41,30.634,117.8517,59.77,50,0,6.53
544,Soligalich,RU,2022-02-26 03:48:41,59.0778,42.2864,25.84,93,100,11.01
545,Lira,UG,2022-02-26 03:48:41,2.235,32.9097,68.67,69,100,3.36
546,Siocon,PH,2022-02-26 03:48:42,7.7061,122.1353,85.98,65,73,13.0
547,Margate,GB,2022-02-26 03:48:42,51.3813,1.3862,40.69,84,1,9.15
548,Daru,PG,2022-02-26 03:48:42,-9.0763,143.2092,85.6,64,96,9.17
549,Altagracia De Orituco,VE,2022-02-26 03:48:43,9.8601,-66.3814,70.21,89,69,5.5
550,Skibbereen,IE,2022-02-26 03:48:43,51.55,-9.2667,49.1,83,100,21.32
551,Bulgan,MN,2022-02-26 03:48:43,48.8125,103.5347,22.01,65,67,3.24
552,Hualmay,PE,2022-02-26 03:48:44,-11.0964,-77.6139,71.33,87,100,6.87
553,Axim,GH,2022-02-26 03:48:44,4.8699,-2.2405,78.35,93,8,4.05
554,Nuqui,CO,2022-02-26 03:48:44,5.7125,-77.2708,76.66,88,100,2.75
555,Tortosa,ES,2022-02-26 03:48:45,40.8125,0.5216,52.95,61,6,5.39
556,Roebourne,AU,2022-02-26 03:48:45,-20.7833,117.1333,97.86,43,6,14.41
557,Juan Lacaze,UY,2022-02-26 03:48:45,-34.4342,-57.4381,69.12,51,0,12.57
